question_id,question_type,question_number,group,shared_stem,question,option_A,option_B,option_C,option_D,option_E,answer,question_source,answer_source,explanation
A3/A4-20,A3/A4,20,,患者，男性，53岁。阵发性心傳半年，时有胸闷，上二楼感觉气急3个月，下肢 水肿3天来院就诊。心电图示窦性心律，心率64次/分，P-R 间期0.24秒伴完全性右東支 传导阻滞，诊断为扩张型心肌病、心功能不全。人院后予以洋地黄、利尿药和扩血管药物治 疗。第4天突然神志不清、抽搐，听诊心音消失，血压为0。经救治以后神志清醒，心跳恢 复，心率45次/分，并有频发期前收缩。,患者神志不清、抽搐应考虑为,心源性休克,阿-斯综合征,脑栓塞,一过性脑血管痉挛,重度心力衰竭,B,P15,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",阿-斯综合征即心源性脑缺血综合征，是指突然发作的严重的、致命性的 缓慢性和快速性心律失常，引起心排血量在短时间内锐减，产生严重的脑缺血症状。临床表 现：短暂意识丧失、面色苍白、发绀、血压下降、大小便失禁、抽搐等。心跳停止2~3秒 可表现为头晕；4~5秒则面色苍白、神志模糊；5~10 秒则可出现晕厥；15 秒以上则发生抽 搐和发绀。症状发作时心音消失、脉搏和血压测不到，ECG示窦性静止、室性心动过速、心室颤动或严重窦性心动过缓等。
A3/A4-21,A3/A4,21,,患者，男性，53岁。阵发性心傳半年，时有胸闷，上二楼感觉气急3个月，下肢 水肿3天来院就诊。心电图示窦性心律，心率64次/分，P-R 间期0.24秒伴完全性右東支 传导阻滞，诊断为扩张型心肌病、心功能不全。人院后予以洋地黄、利尿药和扩血管药物治 疗。第4天突然神志不清、抽搐，听诊心音消失，血压为0。经救治以后神志清醒，心跳恢 复，心率45次/分，并有频发期前收缩。,心电图示三度房室传导阻滞、频发室性期前收缩。其原因考虑与下列哪项有关,洋地黄,心力衰竭加重,利尿药,疾病的进展,扩血管药物,A,P15,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",洋地黄中毒的心脏表现：各种类型的心律失常，最常见的是多源性室性 期前收缩二联律、三联律、房性心动过速伴房室传导阻滞，心房颤动伴加速性交界性心律 等。在应用洋地黄的过程中，原有的心力衰竭一度好转又突然加重，要注意洋地黄中毒。应 用洋地黄过程中出现室上性心动过速伴房室传导阻滞是洋地黄中毒的特征性表现。
A3/A4-22,A3/A4,22,,患者，男性，53岁。阵发性心傳半年，时有胸闷，上二楼感觉气急3个月，下肢 水肿3天来院就诊。心电图示窦性心律，心率64次/分，P-R 间期0.24秒伴完全性右東支 传导阻滞，诊断为扩张型心肌病、心功能不全。人院后予以洋地黄、利尿药和扩血管药物治 疗。第4天突然神志不清、抽搐，听诊心音消失，血压为0。经救治以后神志清醒，心跳恢 复，心率45次/分，并有频发期前收缩。 第一篇 内科护理学,此时应给予的处理是,临床心脏起搏下静脉滴注利多卡因 B.静脉注射普罗帕酮,,静脉滴注利多卡因,静脉滴注多巴酚丁胺,停用所有药物观察,A,P16,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",利多卡因是洋地黄中毒引起的各种快速型心律失常最安全和有效的首选 药物。利多卡因属于IB 类抗心律失常药物，主要用于治疗室性心律失常，开胸手术，洋地 黄中毒和急性心肌梗死引起的室性心律失常。为防治急性心肌梗死所伴有的室性心律失常的 首选药，可降低其发病率和死亡率
A3/A4-23,A3/A4,23,,患者，男性，53岁。阵发性心傳半年，时有胸闷，上二楼感觉气急3个月，下肢 水肿3天来院就诊。心电图示窦性心律，心率64次/分，P-R 间期0.24秒伴完全性右東支 传导阻滞，诊断为扩张型心肌病、心功能不全。人院后予以洋地黄、利尿药和扩血管药物治 疗。第4天突然神志不清、抽搐，听诊心音消失，血压为0。经救治以后神志清醒，心跳恢 复，心率45次/分，并有频发期前收缩。 第一篇 内科护理学,如果患者神志不清发作时，护士在观察病情时发现下列哪种情况应准备做电复律治疗,频发室性期前收缩,短阵成串室性心动过速,心房颤动,心房扑动,心室扑动或心室颤动,E,P16,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",电复律适应证：心室颤动、心室扑动首选电复律；心房颤动、心房扑动 伴血流动力学不稳定者可首选；室性、室上性心动过速先用药物或其他方法，无效或伴有显 著血流动力障碍时用电复律。
A3/A4-24,A3/A4,24,,患者，男性，55岁。近半年来常于劳累后感疲乏，伴劳力性呼吸困难和发作性心前区 闷痛，休息后稍好转。外院诊断为“心律失常、二度I型房室传导阻滞”，治疗情况不详。 半天前，患者在工作时突然发生晕厥，伴抽搐。查体：心率30次/分，血压85/55mmHlg。 急诊以“晕厥待查”收人院。,二度I型房室传导阻滞心电图的特点是,P-R 间期逐渐延长，直至QRS波群脱落,马-R 同期大于0.02秒，无 QRS 波群脱落,P-R 间期固定，可正常亦可延长，有间断性的QRS 波群脱落,P-R 间期固定且延长，有间断性的QRS波群脱落 E，P-R间期固定且正常，有间断性的QRS 波群脱落,,C,P16,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",二度I型房室传导阻滞（莫氏I型）：①P-R 间期固定，可正常或延长。 ②QRS 波群有间期性脱漏，阻滞程度可经常变化，可为1： 、2:1、3： 、3:2、4:3等。下 传的 QRS 波群多呈束支传导阻滞图形。
A3/A4-25,A3/A4,25,,患者，男性，55岁。近半年来常于劳累后感疲乏，伴劳力性呼吸困难和发作性心前区 闷痛，休息后稍好转。外院诊断为“心律失常、二度I型房室传导阻滞”，治疗情况不详。 半天前，患者在工作时突然发生晕厥，伴抽搐。查体：心率30次/分，血压85/55mmHlg。 急诊以“晕厥待查”收人院。,对于该患者的治疗，应尽早给予,高流量吸氧,持续低流量吸氧,阿托品静脉注射,人工心脏起搏器治疗,昇丙肾上腺素静脉注射,D,P16,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",心律失常三度I型房室传导阻滞患者的治疗，应尽早给予人工心脏起搏 器治疗。
A3/A4-26,A3/A4,26,,患者，男性，55岁。近半年来常于劳累后感疲乏，伴劳力性呼吸困难和发作性心前区 闷痛，休息后稍好转。外院诊断为“心律失常、二度I型房室传导阻滞”，治疗情况不详。 半天前，患者在工作时突然发生晕厥，伴抽搐。查体：心率30次/分，血压85/55mmHlg。 急诊以“晕厥待查”收人院。,对该患者的病情观察项目中，不必要的是,神志变化,心律和心率的变化,生命体征,之力、胸闷有无好转,全身皮肤黏膜的完整性,E,P16,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",①观察生命体征：密切观察脉搏、呼吸、血压、心率、心律，以及神志、面色等变化，同时应注意患者的电解质及酸碱平衡情况变化。②心电监护：严重心律失常患 者应实行心电监护，注意有无引起猝死的危险征兆。观察全身皮肤、黏膜的完整性无必要。
B-1,B,1,,,心绞痛发作时应,,,,,,C,P17,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",心绞痛发作时即刻休息，应舌下含服硝酸甘油。硝酸酯类药物是最有效、作用最快终止心绞痛发作的药物。
B-2,B,2,,,急性心肌梗死时应 （3~5 题共用备选答案）,低胆固醇、高维生素、低盐饮食、少饮酒,低糖、低脂肪、低蛋白、高维生素饮食,低盐、低脂肪、高蛋白、高糖饮食,易消化、富含蛋白质和维生素饮食,低动物脂肪、低胆固醇、少糖、少盐、适量蛋白饮食,B,P17,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",急性心肌梗死时应绝对卧床休息，保持病房安静。
B-3,B,3,,,冠状动脉粥样硬化性心脏病患者的饮食宜,,,,,,E,P17,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",冠心病患者宜摄入低热量、低动物脂肪、低胆固醇、少糖、少盐、适量蛋 白质食物，饮食中应有适量的纤维素和丰富的维生素，宜少食多餐，不宜过饱，不饮浓茶， 咖啡，避免辛辣刺激性食物。肥胖者控制体重。 一 60— 1 第二章 循环系统疾病患者的护理
B-4,B,4,,,高血压病患者的饮食宜,,,,,,A,P17,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",高血压病患者宜改变不良生活方式，戒烟限酒，劳逸结合，保证充足睡 眠；坚持低盐、低脂、低胆固醇饮食，多吃新鲜蔬菜水果；控制体重。
B-5,B,5,,,病毒性心肌炎患者的饮食宜 （6~8题共用备选答案）,抑制血小板聚集,改善心肌营养与代谢,扩张冠脉及外周血管，减轻心脏负担,减慢心率，降低心肌收缩力,扩张静脉及周围血管,D,P17,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",病毒性心肌炎患者要食用高蛋白质、富含维生素和易消化的饮食，多食新 鲜蔬菜、水果等高维生素C的食物。
B-6,B,6,,,硝酸异山梨酯治疗心绞痛的作用原理是,,,,,,C,P17,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",硝酸异山梨酯属于硝酸酯类药物，其治疗心绞痛作用原理是扩张冠脉及外 周血管，减轻心脏负担。
B-7,B,7,,,B 受体阻断药治疗心绞痛的作用原理是,,,,,,D,P17,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",B受体阻断药通过阻断B受体使心肌收缩力减弱、心肌纤维缩短速度减 慢、减慢心率及降低血压，可明显减少心肌氧耗量。 高/8.A【解析】阿司匹林用于心绞痛缓解期治疗的作用原理是抗血小板聚集，防止血栓 形成。
B-8,B,8,,,阿司匹林用于心绞痛缓解期治疗的作用原理是 （9~10 题共用备选答案）,绝对卧床休息,,限制钠盐的摄人,,使用硝酸甘油制剂,,P17,,
B-9,B,9,,,高血压危象和高血压脑病紧急处理中最关键的是,,,,,,D,P17,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",高血压危重症的治疗措施是快速降压、降低颅内压，以减轻脑水肿，制止 抽搐。
B-10,B,10,,,心绞痛的首要处理措施是,常规给氧,降温、脱水,,降低颅内压，制止抽搐 （11~12题共用备选答案） —45,,E,P17,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",心绞痛时应选用作用快、疗效高的硝酸酯制剂，扩张冠状动脉。 L~12.B、E【解析】心肺复苏后脑缺氧应降温、脱水，降低脑的氧耗量；心肺复苏后 循环功能不足应纠正低血压、强心。
B-11,B,11,,,心肺复苏后脑缺氧应,,,,,,,P18,,
B-12,B,12,,,心肺复苏后循环功能不足应,心律不齐，有心音脱漏现象,心率30~40次/分，常有晕厥,心率50~60次/分，自觉无不适 D. 心率100~140次/分，律齐,纠正酸中毒 （13~15 题共用备选答案）,心率160~220次/分，律齐，突发突止,,P18,,
B-13,B,13,,,窦性心动过缓,,,,,,C,P18,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",成人窦性心律的频率低于60次/分，称为窦性心动过缓。多无自觉症状， 当心率过缓出现心排血量不足，患者可有胸闷、头晕，甚至晕厥等症状。窦性心动过缓常同 时伴发窦性心律不齐，心率<60次/分，一般不低于40次/分。
B-14,B,14,,,窦性心动过速,,,,,,D,P18,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",成人窦性心律的频率超过100次/分，称为窦性心动过速。窦性心动过速 通常逐渐开始与终止，其频率大多在100~150次/分，偶有高达200次/分。
B-15,B,15,,,阵发性室上性心动过速 （16~19 题共用备选答案） 且怠,避免重体力劳动,绝对卧床休息,充分休息，可增加午睡时间及夜间睡眠时间,限制活动，多卧床休息,以卧床休息为主，但允许患者慢慢下床进行排尿、排便等活动,E,P18,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",阵发性室上性心动过速临床症状是心动过速发作突然开始与终止，持续 时间长短不一。心率快，多在160~220次/分，节律规则。
B-16,B,16,,,心功能I级者应,,,,,,A,P18,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",休息的方式和时间应根据患者心功能情况安排。心功能
B-17,B,17,,,心功能I级者应,,,,,,C,P18,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",休息的方式和时间应根据患者心功能情况安排。心功能
B-18,B,18,,,心功能I级者应,,,,,,E,P18,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",休息的方式和时间应根据患者心功能情况安排。心功能
B-19,B,19,,,心功能I级者应,,,,,,B,P18,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",休息的方式和时间应根据患者心功能情况安排。心功能
X-1,X,1,,,下列有关心脏传导系统的叙述，正确的是,房室结具有自律性：昨业域,心脏的正常起搏点是窦房结,正常人由窦房结发放冲动,传导系统的主要功能为产生并传导冲动，维持心脏的正常节律,心脏的传导系统由窦房结、结间束、房室结、左右束支和浦肯野纤维网组成,ABCD,P18,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",心脏传导系统由负责正常冲动形成与冲动传导的特殊心肌细胞组成。 包括窦房结、结间束、房室结、希氏束、左右東支及其分支和浦肯野纤维网。本系统能节律 地发放冲动，并将冲动迅速传到普通心肌使之兴奋而收缩，其中窦房结具有最高的自律性。
X-2,X,2,,,心功能分级的主要依据有,有无心律失常,有无神志改变,,,,CD,P18,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",心功能分级的主要依据有有无脏器淤血表现和耐受体力活动情况。
X-3,X,3,,,确定心脏病患者是否可以妊娠的依据是,孕妇的年龄,心功能分级,心脏病的程度,心脏病类型,既往有无生育史,ABCD,P19,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",有无生育史不属于确定心脏病患者是否可以妊娠的依据。 —61 第一篇内科护理学
X-4,X,4,,,冠心病心绞痛发作于,劳累的当时,发生在劳累1天之后,情绪激动当时,饱餐的当时，以,受寒当时,ACDE,P19,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",情绪激动、劳累、饱餐、受凉等为心绞痛发作诱因，当下即发作。
X-5,X,5,,,稳定型心绞痛发作的特点包括,劳累后发生,心前区疼痛,压迫、憋闷或紧缩样感,持续30分钟以上H,舌下含服硝酸甘油数分钟缓解,ABCE,P19,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",稳定型心绞痛典型疼痛特点如下。①部位：主要在胸骨体中，上段之 后，或心前区，界限不很清楚，常放射至左肩、左臂内侧达环指和小指，或至颈、咽或下颌 部。②性质：常为压迫样、憋闷感或紧缩样感，也可有烧灼感，但与针刺或刀割样锐性痛不 同，偶伴濒死感。有些患者仅觉胸闷而非胸痛。⑧诱因：体力劳动、情绪激动、饱餐、寒 冷、吸烟、心动过速、休克等。④持续时间：疼痛出现后常逐渐加重，持续3~5分钟，一 般休息或舌下含服硝酸甘油可缓解。
X-6,X,6,,,下列有关护士对心肌梗死后患者活动的指导，正确的有,若运动时心率增加超过10次/分，则应退回到前一运动水平 血又员,病后前3天绝对卧床休息，可进行腹式呼吸、擦脸、关节被动运动等活动,病后第2周可坐于椅子上就餐、洗漱，于病室内行走，于室外走廊散步等,病后第3周可在他人帮助下洗澡、如厕，试着上下一层楼梯,病后第4天起可进行关节主动运动，坐位洗激、进餐，床上静坐，床边使用坐便器,BCDE,P19,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",本题考查心肌梗死患者的康复运动。运动应以不引起任何不适为度， 心率增加10~20次/分为正常反应，运动时心率增加小于10次/分，可加大运动量，进入高 一阶段的训练。若运动时，心率增加超过20次/分，收缩压降低超过15mmHg，出现心律失 常，或心电图 ST 段缺血型下降>0.1mV或上升>0.2mV，则应退回到前一运动水平，若仍 不能纠正，应停止活动。 7.BCDE（解析】急性心肌梗死后慢速型心律失常可用阿托品。
X-7,X,7,,,急性心肌梗死后心律失常的处理措施是,发生快速型心律失常，可用阿托品,发生室上性快速型心律失常，多用维拉帕米,持续阵发性室性心动过速，首选利多卡因静脉注射,发生二度I 型或三度房室传导阻滞，可植人人工心脏起搏器,发生持续多形性室性心动过速，应尽快采用非同步直流电除颤,A,P19,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",恶心、食欲缺乏、视物模糊、神情淡漠等表现为洋地黄中毒的表现。
X-8,X,8,,,冠状动脉介入治疗后患者出现迷走神经反射的症状有,腹痛,头痛,胸闷、出汗、呕吐,心率缓、血压低,短暂意识不清,CDE,P19,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",冠状动脉介入手术中血管迷走神经反射是一种较为常见、高度危险的 急症，有可能危及患者的生命。主要表现有患者出现胸部闷痛、面色苍白、气短、恶心、呕 吐、头晕、出冷汗等。心率和血压变化与拔管前相比，血压下降15mmHg、心率减慢10次/分。
X-9,X,9,,,急性病毒性心肌炎糖皮质激素的应用指征是,心源性休克,心脑综合征，以/,三度房室传导阻滞,严重心力衰竭,急性早期病例,ABCD,P19,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",急性病毒性心肌炎糖皮质激素的应用指征：①心源性休克。②心脑综 合征。③三度房室传导阻滞。④严重心力衰竭。
X-10,X,10,,,下列因素中，参与原发性高血压发病机制的有,胰岛素抵抗,自身免疫缺陷,精神长期过度紧张,血管内皮功能异常,肾素-血管紧张素系统,ACDE,P20,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",原发性高血压发病机制如下。①反复过度紧张与精神刺激：引起交 感神经兴奋、儿茶酚胺分泌增加，使心输出量和外周血管阻力增加。②肾功能异常：导致 水、钠潴留和血容量增加，肾素一血管紧张素-醛固酮系统失调。③内分泌因素：肾上腺髓 质分泌去甲肾上腺素增多，引起外周小血管收缩；肾上腺素增多增加心排血量，均可使血压 升高。④血管内皮功能异常：正常情况下，血管舒张物质和收缩物质保持平衡。⑤胰岛素抵 抗：X综合征（胰岛素抵抗综合征）：高血压常与向心性肥胖、血脂异常、葡萄糖耐量异常
X-11,X,11,,,下列属于高血压所致的病理改变的有,微小动脉瘤破裂引起脑出血,肾动脉粥样硬化引起肾衰,高血压病患者脑血栓发病率增加,高血压加速动脉粥样硬化，冠心病发病率增加,肾小球细动脉玻璃样变引起肾单位损失,ACDE,P20,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",早期高血压病无明显病理改变，长期高血压引起的全身小动脉病变， 表现为小动脉中层平得肌细胞增殖和纤维化，管壁明显增厚和管腔狹窄，导致重要器官心、脑、肾组织缺血。①心脏：高血压的心脏改变主要是左心室肥厚和扩大，称之为高血压心胜 病，最终可导致心力衰竭，长期高血压常合并冠状动脉粥样硬化和微血管病变。②脑：长期 高血压使脑血管发生缺血与变性，容易形成微动脉瘤，从而发生脑出血。高血压促进脑动脉 粥样硬化，可并发脑血栓形成。脑小动脉闭塞性病变，主要发生在大脑中动脉的垂直穿透 支，引起腔隙性脑梗死。③肾脏：长期持续高血压使肾小球内囊压力升高，肾小球纤维化， 萎缩，以及肾动脉硬化，因肾实质缺血和肾单位不断减少，最终导致肾衰竭。④视网膜：长 期持续高血压使视网膜小动脉早期发生痉挛，随着病程进展出现硬化改变。血压急骤升高可 口 第二章 循环系统疾病患者的护理 引起视网膜渗出和出血。
X-12,X,12,,,急性左心衰使用血管扩张药的应用指征包括,急性左心衰的早期阶段,收缩压小于90mmHg者,收缩压大于110mmHg 者,收缩压90~100mmHg 者,收缩压100~110mmHig 者,AC,P20,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",急性左心衰使用血管扩张药的应用指征：①急性左心衰的早期阶段。 ②收缩压大于110mmHg者。
X-13,X,13,,,心力衰竭患者应用洋地黄类药物的护理措施有,观察毒性不良反应,可与奎尼丁、维拉帕米合用,给药因个体差异随时调整,定期测血中地高辛浓度,给药时应观察患者有无恶心、呕吐、乏力、色视等,ACDE,P20,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",洋地黄不与奎尼丁、普罗帕酮、维拉帕米、钙剂、胺碘酮等药物合 用，以免降低洋地黄类药物肾排泄率，增加药物毒性。
X-14,X,14,,,下列有关急性左心衰患者给氧护理的操作正确的有背,低流量2~4L/min,高流量6~8L/min,鼻导管吸氧,必要时加压给氧,乙醇湿化（30%~50%乙醇）,BCDE,P20,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",急性心力衰竭吸氧：吸入高流量（6~8L/min）氧气，加入30%~50% 乙醇湿化。对病情严重患者可采用呼吸机持续加压面罩吸氧或双水平气道加压给氧，以增加 肺泡内的压力，促进气体交换，对抗组织液向肺泡内渗透。
X-15,X,15,,,慢性心力衰竭患者的病情观察包括,每日测量体重,皮肤黏膜发绀情况,身体下垂部位有无水肿,颈静脉怒张和肺部啰音,关节活动范围和肢体活动能力,ABCD,P20,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",本题考查慢性心力衰竭患者的病情监测。心力衰竭患者应注意监测 水肿的情况，观察身体下垂部位有无水肿，并每日测量体重以了解水肿的消长情况，同时观 察缺氧所致的皮肤黏膜发绀情况以及颈静脉怒张和肺部啰音。由于患者没有关节的损害，散 不需要观察关节活动范围和肢体活动能力。
